"CODGEO","P18_POP","P18_POP0014","P18_POP1529","P18_POP3044","P18_POP4559","P18_POP6074","P18_POP7589","P18_POP90P","P18_POPH"
"11104",48.9999999999999,2.08510638297872,2.08510638297872,2.08510638297872,10.4255319148936,16.6808510638298,13.5531914893617,2.08510638297872,26.063829787234
"11105",722.000000000001,135.686423579643,87.6730491831596,158.733808206936,148.065058942714,148.305212559365,36.4774407416322,7.05900678655119,349.99257656127
"11106",5864,934.615984751777,832.233973406951,909.273902735731,1219.46098661213,1295.48460301839,567.59689611233,105.333653362694,2830.17479349129
"11107",76,12,13,12,15,23,1,0,35
"11108",46,6,0,6,5,21,7,1,24
"11109",53,10,6,9,10,9,5,4,25
"11110",119,15,13,15,29,33,12,2,67
"11111",943.999999999998,221.092233043105,137.112701987325,206.124307458893,165.14757878588,139.594030174986,64.6648816251772,10.2642669246313,476.592140440912
"11112",89.9999999999999,10.7142857142857,8.57142857142856,13.9285714285714,18.2142857142857,31.0714285714285,6.42857142857142,1.07142857142857,46.0714285714285
"11113",119,14.5086541911178,16.4431414166002,19.3739078876575,34.8207700586828,18.3776286420826,11.6069233528943,3.86897445096476,64.8343576864934
"11114",37,6.31707317073171,3.60975609756098,4.51219512195122,10.8292682926829,7.21951219512195,4.51219512195122,0,17.1463414634146
"11115",906.000000000001,153.117028957404,118.409776477584,132.486300853138,182.260831722333,169.454848431318,117.187914108769,33.0832994494557,441.359891200584
"11116",4025.99999999999,614.536978487172,541.5641911702,600.380284103289,860.280203644253,903.722640963505,439.20501027397,66.3106913576049,1900.20912295795
"11117",118,19.1623931623932,9.07692307692309,27.2307692307693,18.1538461538462,29.2478632478633,14.1196581196581,1.00854700854701,63.5384615384616
"11118",43,2.80434782608696,3.73913043478261,6.54347826086956,9.34782608695652,16.8260869565217,2.80434782608696,0.934782608695652,23.3695652173913
"11119",291.000000000001,44.401481236811,43.2002748198989,45.1632410478194,54.034194174946,73.939134328109,26.2075094670858,4.05416492533044,131.707227095338
"11120",533.000000000002,70.7969639468693,64.7286527514234,77.8766603415562,119.343453510437,150.696394686907,43.4895635673626,6.06831119544594,262.960151802657
"11121",110,15,14,23,25,22,8,3,58
"11122",741.000000000001,133.808974926048,93.1007561181617,126.53761645044,157.596288111587,136.151829807363,78.6711208287843,15.1334137576182,363.906657474747
"11123",145,27,14,24,30,32,17,1,70
"11124",651,82.4016937296514,66.5170298781523,78.4305277667766,132.071344845761,171.39174458729,98.0454805948072,22.1421785975614,313.421080920413
"11125",151,13,8,15,35,60,16,4,72
"11126",473,72,61,87,104,108,36,5,222
"11127",71.9999999999997,4.056338028169,7.09859154929575,5.07042253521125,8.112676056338,32.450704225352,13.1830985915492,2.0281690140845,36.507042253521
"11128",150,13,14,20,34,41,25,3,77
"11129",1800,190.84631752041,199.146635104064,209.532704791766,360.835114000339,479.455088176389,284.594584937912,75.5895554691171,842.578627930196
"11130",217,34.4067729437146,18.1591301647382,32.4952855579526,35.4086983526175,60.2118526515005,31.5395418650717,4.7787184644048,108.04521901157
"11131",564,65.8969072164949,62.9896907216495,77.5257731958763,128.886597938144,158.927835051546,61.0515463917526,8.72164948453609,276.185567010309
"11132",1273.00000000001,194.602950975727,160.142011740442,199.670736157386,248.321473901318,317.215714739015,143.925099159131,9.12201332698719,601.025503728386
"11133",38.9999999999999,9.48648648648645,3.16216216216215,10.5405405405405,7.37837837837835,7.37837837837835,1.05405405405405,0,20.0270270270269
"11134",50,13,3,9,12,7,6,0,25
"11135",12,2,0,2,5,1,2,0,6
"11136",835,119.511521887916,130.53531580865,124.60488219238,165.940390120175,143.845626945525,113.525295420626,37.0369676247271,366.012629122079
"11137",122,16.3307086614173,21.1338582677165,12.488188976378,26.8976377952756,27.8582677165354,17.2913385826772,0,53.7952755905512
"11138",531,90.687257371512,75.8591095598668,94.9129385900485,139.293589957249,92.4353409119475,35.6535234959486,2.15824011342788,264.162138401137
"11139",81,6,8,6,15,30,14,2,41
"11140",1213,177.700636942675,160.316878980892,175.769108280255,263.653662420382,288.763535031847,133.275477707006,13.5207006369427,601.671178343949
"11141",115,17.25,15.3333333333333,18.2083333333333,20.125,29.7083333333333,12.4583333333333,1.91666666666667,63.25
"11142",202,19.7835051546391,15.6185567010309,32.2783505154639,51.0206185567009,64.5567010309277,16.659793814433,2.08247422680412,106.20618556701
"11143",106,13.2552840980847,11.2160096214563,16.2930594206886,24.4501573272023,32.6283916260547,8.15709790651368,0,53.0000000000002
"11144",1060,168.702691538996,87.391497998179,199.900155580447,222.092465576675,274.371489750391,92.4636889417313,15.0780106135822,527.500300375215
"11145",3800.99999999999,483.407997852734,382.101136943105,531.072493678072,782.018723076809,1158.30694591285,429.470493462735,34.6222090736849,1831.00878064251
"11146",406.999999999999,112.277232233658,64.1567628035627,85.207088231703,75.185646585039,47.1163385266244,22.0544563316114,1.00247528780052,204.501647479965
"11147",5,0,1,0,0,3,1,0,4
"11148",550,93.0074099460408,74.2934185982956,104.987332632681,116.598299003805,102.00580436256,53.9997353977972,5.10800005882123,295.098735532553
"11149",79,7,15,8,17,21,11,0,38
"11150",451.999999999999,85.1542136749236,50.4514141535303,69.8940775833678,107.178527866403,86.9340197842486,47.314545405488,5.0732015320378,234.887605924892
"11151",498,83.3229571984436,71.6964980544747,96.8871595330739,120.140077821012,88.1673151750972,32.9416342412451,4.8443579766537,251.906614785992
"11152",130,11.9083969465649,16.8702290076336,16.8702290076336,42.6717557251908,27.7862595419847,12.9007633587786,0.99236641221374,68.4732824427481
"11153",232,38.976,29.696,34.336,69.6,44.544,12.992,1.856,111.36
"11154",50,8,1,12,9,11,8,1,25
"11155",76,14.7767555225541,4.82069408452453,16.3274252335873,11.7165133283831,24.4181436916032,3.94046813934776,0,34.1644229503124
"11156",104,11.1067961165049,7.06796116504856,20.1941747572816,25.242718446602,27.2621359223302,12.116504854369,1.00970873786408,54.5242718446603
"11157",213,26,19,28,52,61,25,2,113
"11158",289,40.1826737363731,46.0005452204249,42.5266627429498,84.9190493396725,47.8671499924138,27.5039189681663,0,143.248013531812
"11159",140,20.9523809523809,14.2857142857143,27.6190476190476,27.6190476190476,34.2857142857143,12.3809523809524,2.85714285714286,68.5714285714285
"11160",37.0000000000001,5.2857142857143,4.22857142857144,6.34285714285716,6.34285714285716,12.6857142857143,1.05714285714286,1.05714285714286,19.0285714285715
"11161",124,19.5275590551181,7.81102362204724,21.4803149606299,25.3858267716535,33.1968503937008,12.6929133858268,3.90551181102362,62.4881889763779
"11162",59,12.7833333333333,7.86666666666666,14.75,10.8166666666667,9.83333333333333,2.95,0,28.5166666666667
"11163",47,3.91666666666667,0.979166666666667,9.79166666666667,8.8125,12.7291666666667,9.79166666666667,0.979166666666667,22.5208333333333
"11164",1473,255.770594027339,186.296682639778,262.439137317679,292.772886497164,311.949105189569,158.640678676821,5.13091565165255,703.216142526631
"11165",303,19,23,21,81,105,45,9,146
"11166",77.9999999999999,11.7534246575342,11.7534246575342,13.8904109589041,23.5068493150685,13.8904109589041,3.20547945205479,0,37.3972602739725
"11167",123,28.6293103448277,14.8448275862069,15.9051724137931,29.6896551724139,25.448275862069,8.48275862068968,0,57.2586206896553
"11168",96,4.89795918367347,10.7755102040816,9.79591836734694,26.4489795918367,29.3877551020408,11.7551020408163,2.93877551020408,48.9795918367347
"11169",82,11.4418604651163,4.76744186046511,9.53488372093023,17.1627906976744,29.5581395348837,9.53488372093023,0,37.1860465116279
"11170",5044,527.81087144346,482.588109217093,612.360036411278,1078.27647277177,1580.60581114858,696.134548902263,66.2241501055559,2408.37370335468
"11172",596,89,79,80,132,131,75,10,285
"11173",133,15.6470588235294,20.5367647058823,13.6911764705882,39.1176470588235,29.3382352941176,14.6691176470588,0,66.5
"11174",54,3.85714285714286,5.78571428571428,6.75,11.5714285714286,15.4285714285714,10.6071428571429,0,25.0714285714286
"11175",481.999999999999,77.9746835443037,55.6835443037972,76.9493670886073,100.253164556962,97.2151898734176,68.8607594936708,5.0632911392405,240.999999999999
"11176",59,8,10,6,13,13,9,0,27
"11177",34.0000000000001,3.29032258064517,0,8.77419354838712,3.29032258064517,12.0645161290323,4.38709677419356,2.19354838709678,14.2580645161291
"11178",1307,289.430549762808,176.68364640708,264.055903562675,264.02521450858,201.088726559268,99.5287636505466,12.1871955490465,664.171468368941
"11179",90.9999999999999,13.1444444444444,4.04444444444444,13.1444444444444,20.2222222222222,28.3111111111111,9.09999999999999,3.03333333333333,46.5111111111111
"11180",67,6,3,7,17,25,7,2,38
"11181",404,70.0039624700726,39.9614561333705,69.4911144221261,88.8310603854118,104.179764525157,27.3089229087718,4.2237191550894,205.569987451083
"11182",175.000000000001,26.4534883720931,14.2441860465117,22.3837209302326,45.7848837209304,39.6802325581397,22.3837209302326,4.06976744186048,91.5697674418608
"11183",268.000000000001,45.3451160699496,34.2607543639619,53.4064700379406,55.3817890942374,58.444816267935,17.130377181981,4.03067698399552,127.973994241858
"11184",90,14.6592595529187,6.87693768820155,16.6318024417276,19.5816293007311,28.3412351356428,2.93185191058374,0.977283970194579,49.8954073251828
"11185",544,82,69,102,115,129,41,6,276
"11186",53,7.42,4.24,13.78,6.36,16.96,4.24,0,27.56
"11187",53,1.76666666666667,0,8.83333333333333,11.4833333333333,26.5,3.53333333333333,0.883333333333333,32.6833333333333
"11188",1674,278,191,279,297,433,180,16,812
"11189",104,18,14,21,22,22,4,3,61
"11190",1194,167.963609898108,156.312954876274,175.730713245997,217.574460438119,248.646989056014,176.993350944346,50.7779215411433,563.84187826837
"11191",151,12.9948170667788,15.9999580329294,24.0046898201415,48.017300924862,35.9888157756805,11.9952157539496,1.99920262565827,81.0073127620551
"11192",787.000000000002,126.312320218824,181.7056101455,136.065301150149,156.637544782564,112.33142933136,62.8876210656374,11.060173305967,399.309242253435
"11193",270.999999999999,56.033834586466,28.5263157894736,55.0150375939848,46.8646616541352,61.127819548872,20.375939849624,3.0563909774436,121.236842105263
"11194",157,25,18,19,47,29,18,1,86
"11195",415,63,54,83,102,82,27,4,210
"11196",177,23.6,18.6833333333333,31.4666666666667,37.3666666666667,54.0833333333333,10.8166666666667,0.983333333333333,87.5166666666666
"11197",607.999999999999,105.444843130317,72.5617453403138,119.485333579814,123.752576088881,123.461065029399,55.2148187176588,8.07961811361601,279.637133515758
"11198",1035,122,135,148,240,277,94,19,525
"11199",1495,320,205,282,316,281,83,8,726
"11200",133,15,12,21,24,44,15,2,65
"11201",856.999999999999,180.497129874703,104.932411533276,194.465951968785,160.74483568352,150.122168463525,62.1692513648603,4.06825111132959,421.08568537987
"11202",4520,420.122366651727,368.834116351524,572.971772609305,904.177737215774,1496.23837740924,675.148737486922,82.506892275505,2198.2343490435
"11203",11248,2078.88267038707,1738.86237622386,1940.40023208681,1964.47017359639,2122.58508924004,1171.12932352107,231.670134944766,5502.58655255568
"11204",46.0000000000002,7.6666666666667,2.1904761904762,5.4761904761905,7.6666666666667,14.2380952380953,5.4761904761905,3.2857142857143,21.904761904762
"11205",131,20.46875,16.375,23.5390625,33.7734375,24.5625,11.2578125,1.0234375,70.6171875
"11206",10112,1469.9505469109,1391.56203285027,1505.5511369897,2024.01627441063,2102.86710494567,1379.29353886653,238.759365026299,4738.13643100978
"11207",240,44,19,49,54,56,17,1,117
"11208",78,5.77777777777778,11.5555555555556,11.5555555555556,24.0740740740741,15.4074074074074,9.62962962962963,0,38.5185185185185
"11209",246,46,18,49,54,59,18,2,112
"11210",1138,209.533795025623,128.924220521105,193.803545685102,240.432075235655,248.75423737332,102.468217900376,14.0839082588216,555.818813637138
"11211",531,84.0502793296089,48.4525139664804,89.9832402234637,100.860335195531,139.424581005587,64.2737430167598,3.95530726256983,257.094972067039
"11212",570,110.641247833622,68.1629116117851,121.507798960139,115.580589254766,106.689774696707,37.5389948006933,9.8786828422877,287.469670710572
"11213",48,1,7,5,11,14,8,2,27
"11214",407,68,45,80,90,82,36,6,203
"11215",860.000000000001,159.981694814336,93.4215960590315,159.427374692307,163.471563250435,200.563441169129,72.9735382658488,10.1607917489145,409.496782439626
"11216",369.999999999999,58.8221500089835,50.9321689630305,70.042216710604,83.3440630528251,55.4562394558384,48.372615660203,3.03054614851481,192.458548978293
"11217",1316,232,172,235,291,274,102,10,645
"11218",84,14,11,19,18,16,6,0,41
"11219",18,1,2,4,5,5,1,0,11
"11220",708.000000000001,106.753911806544,76.5405405405407,115.817923186344,157.109530583215,168.187766714083,76.5405405405407,7.04978662873401,345.439544807967
"11221",299,54.085324232082,34.6962457337884,44.901023890785,57.146757679181,82.6587030716725,25.5119453924915,0,150.01023890785
"11222",182,24.5393258426966,15.3370786516854,17.3820224719101,44.9887640449438,51.123595505618,24.5393258426966,4.08988764044944,91
"11223",25,6,6,5,5,0,3,0,12
"11224",28,0,1,2,12,10,3,0,13
"11225",923.999999999997,186.174505304482,136.553934560413,161.083608521812,208.250655787756,168.857897973053,55.9703757014844,7.10902215099761,466.79591118924
"11226",78,7.42857142857142,10.2142857142857,12.0714285714286,23.2142857142857,14.8571428571428,7.42857142857142,2.78571428571428,37.1428571428571
"11227",36,3.78947368421053,3.78947368421053,4.73684210526316,12.3157894736842,9.47368421052632,1.89473684210526,0,17.0526315789474
"11228",152,21.7142857142857,16.7792207792208,19.7402597402597,34.5454545454545,32.5714285714286,21.7142857142857,4.93506493506494,74.025974025974
"11229",25,1,3,2,7,7,5,0,15
"11230",32,4,3,8,2,10,5,0,18
"11231",96,13.7142857142857,12.734693877551,14.6938775510204,24.4897959183673,17.6326530612245,10.7755102040816,1.95918367346939,43.1020408163265
"11232",46,5,6,2,14,12,6,1,24
"11233",763.000000000001,140.018617021277,95.3750000000002,133.93085106383,156.252659574468,174.515957446809,56.8191489361703,6.08776595744682,360.192819148937
"11234",180,31,19,48,41,32,7,2,94
"11235",62,4,9,5,15,17,8,4,30
"11236",240,41.1428571428571,27.4285714285714,42.1224489795918,48.9795918367347,56.8163265306123,21.5510204081633,1.95918367346939,124.408163265306
"11238",135,30,20,22,36,26,0,1,68
"11239",84,15.3044113196416,14.484028001249,14.266200178713,18.0705202263698,12.3640401548846,8.55972010722779,0.951080011914199,38.043200476568
"11240",556.999999999999,92.6891850834137,47.1290264063801,79.6725352469059,124.91550273482,143.924846254735,60.5462639591756,8.12264031456938,273.593283433913
"11241",319,47.9911504424779,43.2861356932153,58.3421828908554,64.929203539823,83.7492625368731,17.8790560471976,2.82300884955752,156.206489675516
"11242",173,20,13,36,36,54,9,5,98
"11243",583,118.14950166113,74.5697674418605,107.496677740864,132.676079734219,90.0647840531561,53.2641196013289,6.77906976744186,291.5
"11244",89.0000000000003,7.07954545454548,5.0568181818182,12.1363636363637,24.2727272727274,31.3522727272728,9.10227272727276,0,48.5454545454547
"11245",39,1,2,5,9,20,1,1,24
"11246",47,3,6,4,15,14,3,2,25
"11247",38,4,2,4,6,9,12,1,20
"11248",72.0000000000003,8.34782608695656,7.30434782608699,8.34782608695656,27.1304347826088,15.6521739130435,4.17391304347828,1.04347826086957,35.4782608695654
"11249",84.0000000000001,10.2439024390244,12.2926829268293,11.2682926829268,26.6341463414634,16.390243902439,5.1219512195122,2.04878048780488,38.9268292682927
"11250",36,0.972972972972973,2.91891891891892,5.83783783783784,8.75675675675676,10.7027027027027,5.83783783783784,0.972972972972973,18.4864864864865
"11251",739.000000000001,89.1951889338613,78.2276159899555,104.925704654968,184.914489057033,168.910723955138,101.748505688649,11.0777717203966,347.02560663922
"11252",305.999999999999,54.5152118326192,34.5069140398036,60.1787490073142,79.5140116521574,46.0126244806705,28.2409662674677,3.03152271996687,150.784143474498
"11253",837,113,80,119,162,181,130,52,369
"11254",1894,331.061122374472,264.288931856235,299.480828341337,345.834521987604,387.333441411909,212.434684492027,53.566469536417,892.773625616721
"11255",1475,263.960213152518,183.588567390222,300.464909713889,296.024204594992,261.273848126844,131.403408632043,38.2848483894912,726.19260247931
"11256",608,123,58,125,127,125,46,4,304
"11257",229,44.1929824561403,28.1228070175438,49.2149122807017,48.2105263157894,38.1666666666666,20.0877192982456,1.00438596491228,124.543859649123
"11258",1998,420,286,389,441,297,144,21,968
"11259",1011,187.110447761194,130.776119402985,192.140298507462,222.319402985074,204.211940298507,65.3880597014925,9.05373134328357,485.883582089552
"11260",106,15.7037037037037,16.6851851851852,11.7777777777778,27.4814814814815,25.5185185185185,7.85185185185185,0.981481481481481,56.9259259259259
"11261",701,112.244240781279,99.7448377714681,126.698610385863,140.17010320158,150.669201457615,64.4105865945875,7.06241980760754,338.893416816582
"11262",55375,8907.46309915195,9406.90088845857,9182.30429553876,10546.1032190251,10478.7591965778,5883.16374226186,970.305558985984,25588.6896007327
"11263",253,36.9769230769231,18.4884615384615,27.2461538461538,56.4384615384615,71.0346153846154,36.9769230769231,5.83846153846154,120.661538461538
"11264",1299,212.089995001019,201.393623387448,214.361208462955,312.98711889178,240.660830630953,106.335027536157,11.1721960896895,634.304778362589
"11265",35,7.65625,3.28125,5.46875,3.28125,9.84375,5.46875,0,24.0625
"11266",5686,792.100332036275,705.521163314998,775.115814201936,1016.45459901708,1501.65937939432,784.304589520636,110.844122514762,2694.95018336874
"11267",1154,197.623779946762,135.162377994677,174.072759538599,259.061224489797,262.133096716949,107.515527950311,18.4312333629104,588.775510204084
"11268",106,27.5192307692308,12.2307692307692,16.3076923076923,26.5,16.3076923076923,7.13461538461539,0,56.0576923076923
"11269",2549,448,365,459,469,447,284,77,1217
"11270",136,19,7,14,29,40,18,9,70
"11271",31,0.939393939393939,0,5.63636363636363,5.63636363636363,13.1515151515151,5.63636363636363,0,15.030303030303
"11272",2359,407.024623133326,327.105006378134,385.918222542558,603.831076741579,483.352433605644,140.723911910511,11.0447256882524,1135.40276599674
"11273",647,101.035816618911,63.0315186246419,100.10888252149,136.259312320917,169.62893982808,62.1045845272207,14.8309455587393,321.646131805158
"11274",363.999999999999,48.3069055841096,43.7398496387732,59.8356167964998,100.005788250345,69.8620967844079,39.1346673015126,3.11507564435112,186.561381393268
"11275",204,34.8292682926829,25.8731707317073,31.8439024390244,43.7853658536585,44.780487804878,21.8926829268293,0.995121951219512,100.507317073171
"11276",528.000000000001,79.4521948373222,43.2461313671501,83.4750907784525,113.641718063586,146.835701851254,54.3090952052582,7.04006789697792,266.511763826535
"11277",27,1.86206896551724,5.58620689655172,0.93103448275862,11.1724137931034,2.79310344827586,4.6551724137931,0,12.1034482758621
"11278",75,8.88157894736842,4.93421052631579,9.86842105263158,18.75,26.6447368421053,5.92105263157895,0,36.5131578947368
"11279",2589,425.594175470453,350.067237358666,406.321912125236,633.50245722137,518.783893819033,218.777674695675,35.9526493095638,1279.03279864898
"11280",1078,177,137,187,207,229,119,22,534
"11281",1230,286.147659082512,179.589435952141,256.360529227753,236.211832137935,167.377222166884,91.7807909371302,12.5325304956442,591.847443243241
"11282",50.0000000000002,11.4583333333334,6.25000000000002,13.5416666666667,9.37500000000003,5.20833333333335,3.12500000000001,1.04166666666667,25.0000000000001
"11283",75.9999999999997,14.1866666666666,7.09333333333331,17.2266666666666,12.16,17.2266666666666,6.07999999999998,2.02666666666666,35.4666666666665
"11284",485.999999999999,101.163090128755,62.5751072961372,76.1330472103003,134.536480686695,77.1759656652359,29.2017167381974,5.2145922746781,235.69957081545
"11285",1123,192.457597173145,97.2208480565371,170.632508833922,249.996466431095,281.742049469965,115.077738515901,15.8727915194346,547.611307420495
"11286",1155.00000000001,203.203725750122,166.939200768398,187.328216435635,216.684190129174,232.83177700168,130.878237941436,17.1346519735608,563.896554101812
"11287",86,8.89655172413793,9.88505747126437,14.8275862068966,25.7011494252874,18.7816091954023,7.9080459770115,0,46.4597701149425
"11288",1562,322,237,316,299,242,131,15,764
"11289",973,142,121,138,231,219,114,8,469
"11290",115,16.8534482758621,10.9051724137931,15.8620689655172,28.75,32.7155172413793,8.92241379310344,0.991379310344827,49.5689655172414
"11291",110,7.78391030823306,23.8775030707182,21.5897735987476,34.3174936715292,16.5408094049953,3.91824376141748,1.97226618435922,46.887482100505
"11292",153,23.3389830508475,13.8305084745763,28.5254237288136,37.1694915254237,33.7118644067797,16.4237288135593,0,76.0677966101695
"11293",888.999999999997,154.828258189006,122.764520785669,176.542868017402,191.931648006998,171.983452620177,59.827732699101,11.1215196816431,429.840279068906
"11294",58,12.7796610169492,9.83050847457627,12.7796610169492,2.94915254237288,15.728813559322,3.93220338983051,0,26.5423728813559
"11295",1374,263.241359811954,204.708485812364,284.930812760499,289.031030017253,220.284258224488,97.9475104209662,13.8565429524797,704.415664548288
"11296",560,100.897855048882,54.6892988804204,106.556497307561,98.6593896377668,139.177264345498,54.7195775295964,5.30011725027492,279.800780297343
"11297",143,14.7931034482759,11.8344827586207,15.7793103448276,41.4206896551724,36.4896551724138,20.7103448275862,1.97241379310345,71.0068965517241
"11299",622,107.480676428129,80.615852065718,115.442208015398,148.283525812882,111.461442221764,43.7884237299787,14.9278717261291,301.548353612429
"11300",151,27.8157894736842,20.8618421052632,25.8289473684211,33.7763157894737,28.8092105263158,13.9078947368421,0,84.4407894736842
"11301",1190,194.542379256309,176.734724844401,223.668687659573,220.931472014287,244.036845319184,108.073191057214,22.0126998490309,581.475209863891
"11302",268,31.6457564575646,22.7453874538745,34.6125461254613,73.1808118081181,67.2472324723247,30.6568265682657,7.91143911439114,143.394833948339
"11303",445,45,33,52,116,137,50,12,219
"11304",3238,354.473437294212,347.778556063031,400.611226079335,736.431570358282,791.569359143405,524.089447128158,83.0464039335785,1563.80440801794
"11305",51,4.90384615384616,1.96153846153846,5.88461538461539,16.6730769230769,11.7692307692308,9.80769230769231,0,31.3846153846154
"11306",54,11,7,8,7,16,4,1,23
"11307",261,34.7338403041825,35.7262357414449,42.6730038022814,43.6653992395437,72.4448669201521,29.7718631178707,1.98479087452471,129.011406844106
"11308",454.000000000002,93.6186252771623,69.4589800443462,95.6319290465637,103.685144124169,65.4323725055436,19.1263858093127,7.04656319290469,219.450110864746
"11309",90.9999999999999,8.27272727272726,11.8181818181818,14.1818181818182,23.6363636363636,23.6363636363636,9.45454545454544,0,49.6363636363636
"11310",204,15.9056631675918,8.95625569740203,36.8187215129899,67.7725045879322,49.6979033560561,22.8615542312644,1.98739744676361,105.487670922061
"11311",272.999999999999,22.5159901921845,27.5948834311181,53.0852927740115,61.324095250223,66.5181202670271,37.8678016868557,4.093816398579,129.844350247368
"11312",109,23,7,17,25,24,12,1,54
"11313",301,56.5637583892618,31.3120805369128,68.6845637583893,62.6241610738255,64.6442953020134,16.1610738255034,1.01006711409396,157.570469798658
"11314",87.0000000000004,8.18823529411768,9.21176470588239,6.14117647058826,21.4941176470589,28.6588235294119,12.2823529411765,1.02352941176471,40.9411764705884
"11315",1967,255.105211236217,226.57083346459,260.229205331464,410.964235574283,484.683989428796,272.190320059305,57.2562049053445,927.346091748751
"11316",204,19.4285714285714,14.5714285714286,24.2857142857143,47.6,65.0857142857143,26.2285714285714,6.8,100.057142857143
"11317",118,16.5420560747664,6.61682242990656,18.7476635514019,24.2616822429907,30.8785046728973,17.6448598130842,3.30841121495328,59.551401869159
"11318",138,22,16,21,33,35,11,0,69
"11319",79.9999999999999,6.0759493670886,9.1139240506329,9.1139240506329,18.2278481012658,21.2658227848101,16.2025316455696,0,38.4810126582278
"11320",292,36.2753912212434,33.0825484068544,36.0118033558638,60.1870679298246,67.8600946974645,45.51055101439,13.0725433743594,154.280575481292
"11321",83.9999999999996,4.04819277108432,5.0602409638554,11.1325301204819,17.2048192771084,28.3373493975902,15.1807228915662,3.03614457831324,48.5783132530118
"11322",1007,147.489898989899,123.077777777778,151.558585858586,202.417171717172,256.327272727273,106.803030303031,19.3262626262627,500.448484848486
"11323",277.000000000001,39.0030804458155,32.0265945155396,45.0418427223258,59.9894238027007,68.9480174768655,25.0003337149634,6.99070732179027,140.986523049558
"11324",506,72,77,90,115,87,55,10,260
"11325",435.999999999999,89.4582834770759,49.0356047367985,84.7848671960387,87.7825677885429,85.1921996504284,34.6858771247586,5.06060002635653,210.06687528115
"11326",82.9999999999998,3.11540394336675,3.11540394336675,13.5000837545892,26.9227290193983,18.6924236602005,15.5770197168337,2.0769359622445,46.6923399056111
"11327",469.999999999999,66.8804540096204,66.6446144311947,68.9715022985629,136.839057846003,92.715523480691,34.8258056922315,3.12304224169542,234.299411364958
"11328",244.999999999999,36.0294117647058,21.6176470588235,42.2058823529411,47.3529411764705,71.0294117647057,23.6764705882352,3.08823529411764,118.382352941176
"11330",506,90.5334471314067,78.6328768294771,91.8635188750037,126.21452476274,91.5659278173164,25.0623142274974,2.12739035655872,245.879646880109
"11331",62,4.84375,5.8125,7.75,17.4375,15.5,10.65625,0,32.9375
"11332",1380.00000000001,264.105186267349,140.116873630388,266.121256391528,276.201607012419,296.362308254201,119.956172388605,17.136596055515,680.423666910156
"11333",106,19,12,16,24,29,5,1,57
"11334",118,23.7983193277311,15.8655462184874,15.8655462184874,28.7563025210084,22.8067226890756,10.9075630252101,0,57.5126050420168
"11335",46,1,6,6,10,20,2,1,27
"11336",432,47.3178062899706,55.7419845851125,52.460306339764,107.295727426863,100.440949620033,63.6685774161726,5.0746483220846,220.957585186166
"11337",396.000000000001,51.1627906976745,50.139534883721,60.3720930232559,104.372093023256,91.0697674418606,35.8139534883721,3.06976744186047,195.441860465117
"11338",44,7,7,9,15,5,1,0,23
"11339",509,82,54,83,117,125,40,8,229
"11340",515,69.295794555974,80.3593182963147,98.6297970094453,133.288689003341,95.5602108840866,37.8661902508386,0,258.812482115704
"11341",113,10,8,14,38,31,12,0,57
"11342",249,39.0381355932203,43.2584745762711,36.9279661016948,52.7542372881355,55.9194915254236,17.9364406779661,3.16525423728813,116.059322033898
"11343",118,18.9245283018868,14.4716981132075,24.4905660377358,23.377358490566,28.9433962264151,6.67924528301886,1.11320754716981,63.4528301886792
"11344",774.000000000001,108.78999578548,87.3430059800874,135.865666548202,158.885863226716,150.976879647774,104.950532113276,27.1880566984651,359.385887149652
"11345",258,24.618320610687,18.7099236641221,27.5725190839695,50.2213740458015,87.6412213740458,46.2824427480916,2.95419847328244,139.832061068702
"11346",125,27.2177419354838,7.05645161290321,21.1693548387096,29.2338709677419,34.274193548387,6.04838709677418,0,63.5080645161289
"11347",104,6,5,12,21,47,13,0,53
"11348",88.0000000000001,13.3023255813954,11.2558139534884,16.3720930232558,17.3953488372093,19.4418604651163,10.2325581395349,0,45.0232558139536
"11350",48,4.70588235294117,5.64705882352941,8.47058823529411,15.0588235294118,7.52941176470588,6.58823529411764,0,25.4117647058823
"11351",728.999999999999,120.533728845543,75.8084999309023,119.65095875493,158.094735836479,163.249916776281,85.4527466357544,6.20941322010959,352.223468503232
"11352",52,5,8,7,14,14,3,1,25
"11353",2012,398.983911513323,287.547008547008,353.215183509301,418.734539969834,343.116641528406,170.046757164404,40.3559577677226,972.738562091503
"11354",27,0.964285714285714,1.92857142857143,2.89285714285714,7.71428571428571,12.5357142857143,0.964285714285714,0,14.4642857142857
"11355",355,72,45,51,90,76,17,4,175
"11356",1125,198.301485494394,178.729603776801,208.449794319869,301.577128388075,162.183399744809,65.4564260152331,10.3021622608164,564.894231863754
"11357",221,27.1037735849057,21.8915094339623,38.5707547169812,40.6556603773585,53.1650943396227,35.4433962264151,4.16981132075472,106.330188679245
"11358",25,0,2,7,5,8,3,0,6
"11359",470,94.7817047817048,46.9022869022869,114.324324324324,106.507276507276,72.3076923076923,32.2453222453222,2.93139293139293,242.328482328482
"11360",2062,415.530133307402,286.656503737232,406.163074100518,401.380845406551,386.105265426168,145.771407825597,20.3927701965297,1022.56633149354
"11361",879.000000000001,159.240130000432,110.715770007258,162.364102305141,190.111660224981,164.250621732696,74.0686124648038,18.2491032646893,434.14765737903
